Frame,Time,Ego_X,Ego_Y,Ego_Vel,Ego_Acc,Ego_Heading,Risk_Source_Dist,D_Lat,D_Critical,D_Outer,Risk_Cost_Raw,Vel_Factor,Risk_Cost_Total,TTA_Ego,TTA_Human,V_Required,Phantom_State,Is_Phantom_Active,Phantom_Virtual_Dist,Min_Dist_To_Ghost,Is_Collision,Ctrl_Acc,Ctrl_Steer
47,2447.778,3890.539,2445.936,7.919,0.0,-2.0559,-1,-1,0.738,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,0.0294,0.0035
48,2504.364,3890.17,2445.236,7.922,0.0,-2.0549,-1,-1,0.738,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,0.0277,0.0037
49,2552.013,3889.802,2444.534,7.925,0.0,-2.0539,-1,-1,0.738,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,0.046,0.0099
50,2605.676,3889.434,2443.832,7.929,0.0,-2.0513,-1,-1,0.738,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,-0.0101,0.0062
51,2642.652,3889.068,2443.128,7.928,0.0,-2.0497,-1,-1,0.738,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,-0.0075,0.0023
52,2666.215,3888.703,2442.425,7.928,0.0,-2.0491,-1,-1,0.738,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,-0.0051,0.0012
53,2697.101,3888.338,2441.721,7.927,0.0,-2.0487,-1,-1,0.738,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,0.0067,-0.0015
54,2722.163,3887.973,2441.017,7.928,0.0,-2.0491,-1,-1,0.738,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,-0.271,-0.0021
55,2752.418,3887.609,2440.314,7.901,0.0,-2.0497,-1,-1,0.737,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,-0.3458,-0.0062
56,2778.206,3887.245,2439.615,7.866,0.0,-2.0513,-1,-1,0.736,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,-0.3625,-0.0108
57,2799.951,3886.881,2438.919,7.83,0.0,-2.0542,-1,-1,0.735,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,-0.2934,-0.0137
58,2836.135,3886.517,2438.227,7.801,0.0,-2.0577,-1,-1,0.734,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,-0.2562,-0.0055
59,2864.951,3886.152,2437.539,7.775,0.0,-2.0592,-1,-1,0.733,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,-0.313,-0.0177
60,2890.156,3885.787,2436.854,7.744,0.0,-2.0637,-1,-1,0.732,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,-0.3529,-0.0107
61,2909.544,3885.42,2436.173,7.708,0.0,-2.0665,-1,-1,0.731,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,-0.1681,-0.0051
62,2945.188,3885.053,2435.496,7.691,0.0,-2.0678,-1,-1,0.731,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,-0.1857,-0.0166
63,2965.583,3884.686,2434.821,7.673,0.0,-2.0721,-1,-1,0.73,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,-0.1584,-0.0168
64,2986.743,3884.316,2434.15,7.657,0.0,-2.0763,-1,-1,0.73,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,-0.134,-0.0189
65,3009.64,3883.944,2433.481,7.644,0.0,-2.0812,-1,-1,0.729,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,-0.0063,-0.0051
66,3038.575,3883.571,2432.814,7.643,0.0,-2.0825,-1,-1,0.729,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,-0.0083,-0.0136
67,3057.717,3883.196,2432.148,7.642,0.0,-2.0859,-1,-1,0.729,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,0.0114,0.0128
68,3076.063,3882.82,2431.483,7.643,0.0,-2.0827,-1,-1,0.729,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,0.0168,-0.026
69,3095.563,3882.444,2430.817,7.645,0.0,-2.0893,-1,-1,0.729,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,0.1774,-0.0257
70,3124.999,3882.063,2430.154,7.663,0.0,-2.0959,-1,-1,0.73,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,0.0951,-0.0252
71,3143.218,3881.677,2429.491,7.672,0.0,-2.1023,-1,-1,0.73,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,0.1084,-0.0239
72,3167.157,3881.286,2428.83,7.683,0.0,-2.1084,-1,-1,0.73,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,0.102,-0.0236
73,3178.87,3880.891,2428.171,7.693,0.0,-2.1145,-1,-1,0.731,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,-0.0919,-0.0248
74,3188.992,3880.491,2427.514,7.684,0.0,-2.1208,-1,-1,0.731,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,-0.2072,-0.0207
75,3234.939,3880.089,2426.861,7.663,0.0,-2.1261,-1,-1,0.73,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,-0.1774,-0.0112
76,3263.499,3879.684,2426.21,7.646,0.0,-2.129,-1,-1,0.729,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,-0.1507,-0.0063
77,3302.439,3879.279,2425.563,7.631,0.0,-2.1306,-1,-1,0.729,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,-0.2504,0.0306
78,3340.611,3878.877,2424.916,7.606,0.0,-2.1228,-1,-1,0.728,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,-0.3051,0.0188
79,3364.328,3878.48,2424.268,7.575,0.0,-2.118,-1,-1,0.727,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,-0.2626,-0.0005
80,3388.26,3878.086,2423.622,7.549,0.0,-2.1182,-1,-1,0.726,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,-0.1572,0.0085
81,3422.505,3877.694,2422.978,7.533,0.0,-2.116,-1,-1,0.726,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,-0.1307,0.0012
82,3459.926,3877.304,2422.334,7.52,0.0,-2.1157,-1,-1,0.726,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,-0.0751,0.0145
83,3482.477,3876.915,2421.691,7.513,0.0,-2.1121,-1,-1,0.725,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,-0.035,0.0207
84,3503.424,3876.529,2421.046,7.509,0.0,-2.1069,-1,-1,0.725,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,-0.0219,0.0039
85,3527.894,3876.146,2420.401,7.507,0.0,-2.1059,-1,-1,0.725,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,-0.0618,0.0148
86,3548.708,3875.764,2419.755,7.501,0.0,-2.1022,-1,-1,0.725,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,-0.339,0.0017
87,3561.201,3875.385,2419.109,7.467,0.0,-2.1018,-1,-1,0.724,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,-0.2907,0.0022
88,3582.18,3875.008,2418.466,7.438,0.0,-2.1013,-1,-1,0.723,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,-0.2473,0.0034
89,3597.013,3874.632,2417.825,7.413,0.0,-2.1004,-1,-1,0.722,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,-0.2465,-0.0647
90,3604.041,3874.254,2417.189,7.388,0.0,-2.1164,-1,-1,0.722,7.0,0.0,1.0,0.0,-1,-1,0.0,0,0,0.0,-1,0,-0.0818,-0.0927
